ID,numax,dnu,teff,bp_rp,eps_p,d02,alpha_p,env_height,env_width,mode_width,H1_nu,H1_exp,H_power,H2_nu,H2_exp,p_L,p_D,eps_g,alpha_g,d01,u1,u2,DPi1
KIC10000108,1.733308517,0.765528221,3.700790221,1.245281219,1.087070873,-0.094079743,-1.833790986,1.158123793,0.837357451,-1.005032315,1.750420702,4.640887321,5.019382709,1.201255986,4.291938843,,,,,,,,
KIC10000151,2.398048118,1.263640399,3.703635238,1.211298943,1.40976309,0.358209298,-2.751491625,0.835939637,1.352871889,-0.819795661,2.364219183,3.168439128,4.287677287,1.809619076,2.883668071,,,,,,,,
KIC10000162,2.142313995,1.070381767,3.691169934,1.29040432,1.279102224,0.177750962,-2.112426954,0.914818084,1.129037457,-0.9293976,2.116342912,2.81513404,4.527110592,1.548381529,3.555231408,,,,,,,,
KIC10000198,2.096495289,1.038155348,3.705093611,1.220200539,1.22709978,0.167187352,-2.042296362,1.184559601,1.129466801,-0.818953952,2.113479423,4.590477754,4.584431721,1.549106517,4.357339482,,,,,,,,
KIC10000207,1.977421831,0.946299146,3.673941999,1.249535561,1.195083968,0.068175787,-1.957095689,1.230764712,1.076917905,-0.869511394,1.987523324,4.931669896,4.770950042,1.385659477,3.720302956,,,,,,,,
KIC10000228,2.211161986,1.139041297,3.703978825,1.200628281,1.296325354,0.259981378,-2.201703605,0.924259347,1.190002954,-0.873746541,2.191320454,3.159423809,4.457429778,1.630089485,3.456612063,,,,,,,,
KIC10000279,2.232169862,1.145445226,3.701740632,1.260666847,1.322634404,0.260642747,-2.555492644,0.611768126,1.134178426,-0.902038927,2.230413016,3.325287647,4.402371184,1.615520915,4.246231249,,,,,,,,
KIC10000547,2.205317084,1.122993754,3.716837723,1.139611244,1.266933673,0.247567583,-2.050085299,1.357384172,1.270014762,-0.797388814,2.228857177,3.07112012,4.358742054,1.629778291,4.684501761,,,,,,,,82.6
KIC10000981,1.820481953,0.836552212,3.704407927,1.207056999,1.129088313,-0.017173792,-1.87405873,1.249899779,0.930262798,-0.96762536,1.802481913,4.250163426,4.916044826,1.239857507,4.156601755,,,,,,,,
KIC10001167,1.314381287,0.439810254,3.656864492,1.260073662,0.863308776,-0.385656245,-1.586339707,0.676242355,0.580295187,-1.183714451,1.239731862,2.877037142,5.395494226,0.76369402,2.994388055,,,,,,,,
KIC10001326,1.680457003,0.704448103,3.669130847,1.300679207,1.043204084,-0.147358142,-2.058091628,1.138176356,0.766758297,-1.033956337,1.675758027,4.287760047,5.118708027,1.117440523,3.836282827,,,,,,,,
KIC10001440,1.648600909,0.700680044,3.66996737,1.219306946,0.747427864,-0.31116823,-1.791229031,1.051407417,0.764614602,-0.948079575,1.66860791,4.286780383,5.133793511,1.07715673,3.227335183,,,,,,,,
KIC10001728,2.137901086,1.092529617,3.730862992,1.077353477,1.235136711,0.232156544,-2.181331917,0.823246525,1.134210925,-0.845374852,2.126467927,2.780010804,4.325649445,1.553432023,3.792980898,,,,,,,,
KIC10001796,1.521517699,0.611829402,3.688152756,1.19726944,0.890552825,-0.174574055,-1.753032506,0.493331748,0.757152097,-0.948958448,1.528696094,3.996128672,5.217489713,1.005195359,4.281210479,,,,,,,,336.6
KIC10001935,1.512682996,0.611020473,3.690284703,1.21754837,0.870957848,-0.197495731,-1.781217817,0.454215489,0.743545446,-0.994909025,1.512128329,3.827954427,5.304790089,1.052052096,4.617679473,,,,,,,,280.9
KIC10001994,2.277395404,1.152020136,3.728110184,1.148457527,1.318956153,0.244333617,-2.443000776,0.999074025,1.289862506,-0.681005762,2.276176883,4.066817398,4.260280499,1.691942085,3.653324455,,,,,,,,
KIC10002385,1.48827024,0.600836553,3.708165858,1.264920235,0.861624339,-0.267904075,-1.598875763,0.281145873,0.761395855,-0.964163086,1.462825661,3.870167167,5.379227851,0.954900448,3.465171482,,,,,,,,
KIC10002493,1.552122035,0.607195973,3.713742478,1.215092659,0.828541329,-0.417315698,-1.980649271,0.624672484,0.714833993,-0.903707907,1.571599349,4.170610013,5.1855727,1.013387483,3.438753824,,,,,,,,290.7
KIC10002556,1.469051183,0.590473887,3.677880582,1.252141953,0.811893335,-0.181923344,-1.620189526,0.378270336,0.741912827,-0.928146584,1.498688889,4.111031272,5.400431881,1.001532112,4.076686596,,,,,,,,
KIC10002647,1.573769039,0.628122735,3.702602841,1.186561584,0.963775633,-0.201316077,-1.886316242,0.624934756,0.780260925,-0.880759074,1.596136151,3.962095883,5.14636728,1.04092041,3.912018491,,,,,,,,
KIC10003039,2.322553919,1.225153331,3.712481338,1.160963058,1.339138796,0.352379358,-2.376587193,1.350420793,1.261162535,-0.860847167,2.311443606,3.609941946,4.28707977,1.744928937,3.694968961,,,,,,,,
KIC10003349,1.685665337,0.69833178,3.672282625,1.310160637,1.072468705,-0.164185866,-1.901929015,0.987817262,0.835606967,-1.039187034,1.715025176,4.513870919,5.149867405,1.107960217,3.155370824,,,,,,,,
KIC10003419,1.564741997,0.6135695,3.690373307,1.269511223,0.894680205,-0.238487958,-1.794106789,0.595557678,0.808444488,-0.897218183,1.561685923,4.010024524,5.245648574,1.019629294,3.56989814,,,,,,,,242.2
KIC10003464,1.486864352,0.617624562,3.723947976,1.150660515,0.803152914,-0.17985965,-1.51938516,0.40472337,0.708075392,-0.857096929,1.501022891,3.972919075,5.241840709,1.015550057,3.999011979,,,,,,,,
KIC10003497,1.457742158,0.527276784,3.679064318,1.328731537,0.935251449,-0.321184948,-1.690799077,0.86043576,0.684509866,-1.162911077,1.472045867,4.253946589,5.359408998,0.956311434,4.144832644,,,,,,,,
KIC10004825,1.766694085,0.73306044,3.673389578,1.330275536,1.029391902,-0.208436527,-2.035159217,1.105970734,0.885460333,-0.997887079,1.789961126,4.682992216,4.962716454,1.22272605,4.10757193,,,,,,,,
KIC10004991,1.544663521,0.619691075,3.700357528,1.312632561,0.931484531,-0.18874924,-1.670937346,0.597786747,0.800855887,-0.970536546,1.550240943,4.04053762,5.302482135,0.998031103,3.122965623,,,,,,,,319.8
KIC10005428,2.331925117,1.242220858,3.731105051,1.107133865,1.342448673,0.367215854,-2.33414749,1.042534965,1.263965241,-0.859130659,2.312952427,3.895740085,4.222910098,1.752004824,4.158290255,,,,,,,,
KIC10005429,1.615866757,0.634731809,3.676419232,1.283873558,0.918783721,-0.231800785,-1.751037846,0.587800115,0.859879259,-0.932414326,1.589689247,4.148240365,5.04473237,1.051276546,3.703422999,,,,,,,,244.1
KIC10005502,1.628199658,0.646067822,3.709948017,1.235994339,0.964986619,-0.23947474,-2.308936298,1.080884138,0.712002134,-1.104290803,1.616060062,4.033474051,4.957430697,1.068736823,3.506640272,,,,,,,,
KIC10005966,1.493063449,0.58044126,3.684755622,1.35928154,0.866522182,-0.258039775,-1.81366629,0.486675264,0.75922061,-0.981254824,1.496393602,4.245054334,5.383609408,0.992210951,3.767101028,,,,,,,,
KIC10006097,2.149268455,1.077643764,3.68538341,1.237580299,1.265702432,0.186898779,-2.09918113,1.324465376,1.179301213,-0.805882876,2.178315245,4.711865298,4.568407247,1.582516782,4.047020568,,,,,,,,80.6
KIC10006158,1.502340882,0.598428936,3.672467313,1.273855209,0.866921282,-0.208270752,-2.065583193,0.506366046,0.722728543,-0.941392134,1.543780054,4.301142343,5.421704925,1.013516648,4.181409659,,,,,,,,266.4
KIC10006244,1.66565931,0.700227485,3.685562611,1.398217201,1.04279083,-0.151677181,-1.794121966,1.087245936,0.807686837,-1.021578023,1.692771185,4.221799092,5.211392364,1.142479099,3.938871165,,,,,,,,
KIC10006548,1.452841007,0.554333285,3.671265433,1.322716713,0.879002153,-0.284275369,-1.655039554,0.436445921,0.702361333,-1.009220198,1.423646243,3.822404341,5.313576841,0.929094108,3.712213886,,,,,,,,
KIC10006797,1.586164435,0.639313742,3.703892954,1.279378891,0.88121469,-0.19556122,-1.971081121,0.632663395,0.782363346,-0.879202805,1.611086,4.245108923,5.212365145,1.053074,3.539609186,,,,,,,,299.3
KIC10006828,1.333190786,0.450276462,3.656481516,1.32400322,0.882014418,-0.38781939,-1.598087145,0.819064097,0.545959119,-1.173566436,1.308686933,4.046538689,5.47624086,0.789276475,4.145605935,,,,,,,,
KIC10006852,1.900339256,0.830367394,3.710032699,1.11507988,1.020376067,-0.084833977,-1.961006639,0.684471366,1.115557204,-0.660779231,1.903783949,3.912011257,4.61547961,1.335515328,2.770836896,,,,,,,,297.3
KIC10007150,1.539014759,0.602632878,3.67660217,1.306048393,0.891394189,-0.205245561,-1.714003389,0.598758013,0.787886792,-0.92785577,1.541156655,3.906020959,5.199726581,1.014461444,4.050975768,,,,,,,,316
KIC10007364,1.526735607,0.605630857,3.673481697,1.30790472,0.919568216,-0.229598005,-1.731524581,0.624116174,0.810331808,-0.939222788,1.569743959,4.227879545,5.415133447,1.022777382,3.870157592,,,,,,,,279.8
KIC10007644,1.902475192,0.902199841,3.713910354,1.182578087,1.13667628,0.049113338,-1.937217701,1.177634462,0.961547563,-1.00578285,1.900403439,4.780480625,4.79499746,1.368877569,4.488245076,,,,,,,,
KIC10010358,1.641403593,0.644094685,3.687796411,1.291174889,1.02536881,-0.250687075,-1.958749258,1.118694103,0.766765286,-1.098517301,1.665845324,4.325306649,5.034893731,1.122437878,3.839521072,,,,,,,,
KIC10010483,1.564614322,0.617531634,3.701913211,1.265357018,0.718782107,-0.355431238,-1.659081085,0.580411999,0.802487703,-0.834355178,1.565353721,4.017234536,5.18042995,1.049661372,3.896456477,,,,,,,,294.3
KIC10010946,1.633306063,0.674335485,3.695394108,1.254686356,1.055614848,-0.180754645,-1.827192493,1.106400809,0.791025084,-1.086728919,1.659985531,4.259197155,5.147446763,1.068243064,3.247359877,,,,,,,,
KIC10010983,1.416776842,0.52697555,3.68547302,1.41631031,0.754340557,-0.274309237,-2.238145822,0.628669692,0.571690151,-1.125306815,1.437942429,3.97152065,5.565259008,0.91397261,4.463768428,,,,,,,,
KIC10011212,1.615083616,0.628997409,3.7084209,1.320949554,0.896041025,-0.229694789,-1.737696435,0.442482501,0.861121486,-0.864841986,1.618002133,4.218622544,5.1814506,1.038727767,4.372409201,,,,,,,,247
KIC10011329,1.561644797,0.577658052,3.700444101,1.318444252,0.92822865,-0.309334448,-2.09842021,0.966539877,0.689903,-1.106640544,1.567194907,4.175280455,5.112285726,1.036875653,3.709007262,,,,,,,,
KIC10014893,1.427916863,0.493314786,3.663418212,1.390892982,0.932015193,-0.36428201,-1.755814525,0.86396488,0.617924697,-1.161847577,1.427796578,4.230899586,5.282907363,0.877871808,3.882343981,,,,,,,,
KIC10014914,1.639933357,0.664877499,3.686010291,1.261212349,0.952883308,-0.183934925,-1.759887356,0.645994012,0.87156798,-0.899036977,1.648431571,3.972050845,5.058467072,1.109754062,3.173017571,,,,,,,,316.1
KIC10014959,2.243222104,1.150644877,3.676876432,1.247047424,1.293803025,0.259798541,-2.280450201,1.447173565,1.237665875,-0.785530357,2.325209011,4.768068821,4.48711743,1.665645556,3.751216986,,,,,,,,
KIC10015663,1.607683551,0.650581846,3.690018781,1.283267021,0.971665023,-0.176066231,-1.834997406,0.482808535,0.900372095,-0.877570154,1.615524508,3.836385264,5.10176816,1.106511246,3.620447181,,,,,,,,305.8
KIC10015821,1.574329135,0.630840602,3.713070326,1.295499802,0.88307783,-0.178193334,-1.764198623,0.51332551,0.802050595,-0.90948841,1.569074132,4.026054288,5.166306174,1.07092525,3.496147559,,,,,,,,306
KIC10016093,1.496893673,0.578457351,3.676053125,1.344105721,0.959984731,-0.276909932,-1.741622334,0.912333189,0.691373862,-1.104963427,1.479155074,4.113364754,5.27214106,0.965336348,4.417141456,,,,,,,,
KIC10017956,1.572380245,0.632525981,3.700357528,1.354048729,1.005306165,-0.207828115,-1.709052055,0.970307581,0.717352569,-1.091464521,1.578142332,4.335904989,5.241608715,1.033078625,4.053105284,,,,,,,,
KIC10018076,1.646046933,0.685532256,3.706973676,1.331402779,1.063523349,-0.171404019,-1.771552666,0.928762,0.798948754,-1.041023739,1.650669395,4.27961254,5.11928347,1.070485424,3.932801149,,,,,,,,
KIC10018239,1.518097977,0.591897002,3.674309889,1.368977547,0.881612889,-0.22364056,-1.731174953,0.357935901,0.796826415,-0.962032763,1.526488439,4.202267036,5.472705698,0.983910108,3.729174899,,,,,,,,292.3
KIC10018357,2.193370274,1.131384277,3.730297662,1.159877777,1.249567748,0.268400048,-2.113882065,1.267312999,1.192024376,-0.792174733,2.238572447,3.486942564,4.387254456,1.61626498,4.612202438,,,,,,,,
KIC10018442,1.880031775,0.822093484,3.689131197,1.257252693,1.079957215,-0.079718791,-2.095709446,1.003185178,1.040700169,-0.921925265,1.877579835,4.599732732,4.689851628,1.316552092,4.473309403,,,,,,,,
KIC10018811,1.88901519,0.864625266,3.692406235,1.223793983,1.149305803,-0.015756849,-1.94598557,1.15375713,0.994765684,-0.904921687,1.896887528,4.555855757,4.72964388,1.357590943,4.747755874,,,,,,,,71.3
KIC10018832,1.732114187,0.752570801,3.690018781,1.365149498,1.102906569,-0.09750611,-1.937126952,0.997514859,0.829608333,-1.049896054,1.73358813,4.568584584,5.104129905,1.175491322,3.803055261,,,,,,,,
KIC10018923,1.611822481,0.628576104,3.665768551,1.421753883,0.740324244,-0.423494225,-1.43675725,0.921854557,0.769195652,-0.877407641,1.631456914,4.406080107,5.201302024,1.071336778,3.525961364,,,,,,,,
KIC10018967,1.777738671,0.737250843,3.690904554,1.255149841,0.97440915,-0.165266753,-2.056647933,0.576133805,1.032061298,-0.750449883,1.817809847,4.546185777,4.883382247,1.239581069,3.214427509,,,,,,,,250.5
KIC10018973,1.507230619,0.595852239,3.671358003,1.364264488,0.891325699,-0.243396733,-1.595548933,0.612981157,0.723743527,-1.003669362,1.564624424,4.231625165,5.284472974,1.019467142,4.171644227,,,,,,,,310.1
KIC10019007,1.510027372,0.619422581,3.719911064,1.189886093,0.910497731,-0.160561917,-1.666330523,0.434537915,0.768713327,-0.982361841,1.527810911,3.557325992,5.168345273,1.024636986,2.786826704,,,,,,,,
KIC10019661,2.138924122,1.059988714,3.694868328,1.373828888,1.26678147,0.156090645,-2.55793693,1.356653682,1.090580497,-0.910205187,2.142215408,3.51955669,4.624098624,1.561893515,4.242039774,,,,,,,,80.7
KIC10019961,1.510222263,0.60870197,3.677059177,1.32820034,0.847841283,-0.184935477,-2.099899931,0.571897934,0.697637526,-0.983373283,1.523518251,4.024908001,5.406433936,0.993862282,3.875072417,,,,,,,,277.7
KIC10023322,1.434857335,0.502474937,3.66143405,1.393455505,0.923406441,-0.358008951,-2.073495392,0.87475085,0.573658597,-1.184053955,1.418790792,4.023571825,5.321850112,0.908090799,3.847385288,,,,,,,,
KIC10023439,1.818155364,0.811454553,3.671265433,1.331884384,1.110460367,-0.060196088,-1.976145154,1.217127536,0.918974184,-1.003394447,1.80549972,4.532531753,4.957809925,1.244026968,4.33265606,,,,,,,,
KIC10023520,1.553744333,0.623600836,3.687439775,1.255170822,0.868670838,-0.18589885,-1.939636915,0.46991477,0.789034827,-0.914023913,1.554013117,3.913286416,5.161531473,1.016029221,4.236255721,,,,,,,,327.6
KIC10023547,1.974086456,0.889385259,3.698709349,1.131868362,1.059108613,-0.001411894,-1.883386241,0.682076909,1.15277691,-0.588495032,1.936153569,2.992175291,4.512025549,1.426643375,2.973956075,,,,,,,,
KIC10023806,1.527793925,0.614170423,3.713490543,1.303520203,0.926603772,-0.187992872,-1.590406505,0.488197929,0.810203508,-1.018647115,1.519364878,3.810906841,5.162973845,1.015405322,3.108796072,,,,,,,,
KIC10023911,1.92052374,0.907282613,3.711722892,1.28674221,1.179300805,0.037567953,-1.933091913,1.193056294,0.994019499,-0.957487824,1.922200892,4.809573435,4.773241497,1.342915974,4.748345345,,,,,,,,
KIC10024405,1.553539063,0.572430354,3.679064318,1.35531044,0.822844877,-0.256258077,-2.00189689,0.584171241,0.801375406,-0.99554951,1.529489195,4.128045571,5.183679689,0.995200176,3.82854494,,,,,,,,
KIC10024454,1.777481379,0.787425734,3.690461893,1.346978188,1.096648466,-0.077955311,-2.027582848,0.911716568,0.820204123,-1.072606496,1.778967862,3.764586977,4.752495929,1.192417844,3.899045304,,,,,,,,
KIC10024460,1.554766911,0.616881919,3.654369091,1.408410072,1.001278538,-0.23890905,-1.837718487,1.087427059,0.673722077,-1.151703978,1.547586987,4.31497008,5.328926693,0.98785092,3.799462656,,,,,,,,
KIC10024484,1.516057093,0.610458604,3.686636269,1.277547836,0.877645432,-0.20451768,-1.497271139,0.673544242,0.696497142,-1.002807807,1.56098181,4.057474369,5.222593117,1.017260203,3.603895055,,,,,,,,
KIC10024786,1.511989899,0.587594569,3.670709595,1.356380463,0.871856159,-0.220769497,-1.707275364,0.500587557,0.794251324,-0.947437586,1.526835257,4.236364538,5.360799607,0.98141471,3.766125452,,,,,,,,300.1
KIC10024883,1.425741895,0.51595517,3.697142126,1.352541924,0.926135383,-0.329319525,-2.361386183,1.035785442,0.514389343,-1.190634232,1.43599646,4.049890739,5.338043382,0.913843216,3.681396917,,,,,,,,
KIC10024931,1.680261919,0.699282118,3.711385379,1.313737869,0.742757964,-0.312704051,-2.16829427,0.814269596,0.865157452,-0.842384636,1.688267335,4.548410863,5.031829004,1.122447198,4.338022883,,,,,,,,
KIC10025321,2.117723112,1.01959878,3.701222484,1.229258537,1.210215517,0.108058709,-2.16318211,1.211878742,1.20128398,-0.830619551,2.11033509,4.530835852,4.469183117,1.549828634,4.073580033,,,,,,,,
KIC10025387,2.149254064,1.05938475,3.699230503,1.263607979,1.250379991,0.16032949,-2.063395763,1.251158024,1.213906202,-0.769231164,2.155377535,3.861743672,4.503403726,1.54696591,3.800963553,,,,,,,,
KIC10025720,2.073611054,0.956846825,3.705521613,1.221545219,1.074422978,0.037812917,-1.980027557,0.411291711,1.282945358,-0.585510482,2.052477699,2.760633157,4.372473695,1.498320286,3.465987587,,,,,,,,
KIC10026767,1.454880598,0.580927808,3.664359875,1.403306007,0.93122759,-0.250420045,-1.67814903,0.403084202,0.740687107,-0.996547193,1.506515103,4.063438029,5.461522805,0.946217947,3.518170135,,,,,,,,270.5
KIC10026795,1.688054239,0.705186769,3.668665415,1.369304657,1.029946804,-0.180655116,-1.894357108,1.118111778,0.82157177,-1.024196052,1.698303446,4.419302797,5.111375426,1.097150752,2.995601314,,,,,,,,
KIC10027098,1.520929289,0.615454094,3.703892954,1.376095772,0.8417206,-0.209286856,-2.023100029,0.512518027,0.694649693,-1.014011379,1.543465088,4.245633687,5.352333581,1.010650515,4.139673188,,,,,,,,284.5
KIC10027190,1.494349152,0.608576761,3.714916248,1.295567513,0.879458962,-0.156907186,-1.493012339,0.358060285,0.776285417,-0.873410235,1.531441235,4.011413793,5.296064774,1.006028083,3.681092464,,,,,,,,335.3
KIC10027385,1.626145872,0.639935209,3.68770728,1.451712608,0.871678972,-0.224568985,-2.257239808,0.660039285,0.776616074,-0.951708807,1.633632149,3.555502661,5.211076834,1.13534106,4.42107881,,,,,,,,
KIC10027735,2.026629007,0.972678446,3.692494408,1.244535446,1.171163197,0.098681914,-2.143531813,1.097913122,1.062131323,-0.911885085,1.996557592,2.754880412,4.646434261,1.461764156,2.627006244,,,,,,,,
KIC10028634,1.977727035,0.91841226,3.693639026,1.250657082,1.158498343,0.021553094,-2.136907591,1.168193749,1.055777032,-0.886515925,1.993379261,4.759449063,4.640897089,1.40236025,3.837442602,,,,,,,,
KIC10029716,1.487998936,0.597216111,3.713154402,1.45499897,0.856731426,-0.237433559,-1.783265067,0.283439789,0.725645599,-0.968405137,1.421683626,3.086552074,5.240051331,0.964452512,2.952240142,,,,,,,,
KIC10029763,1.549774759,0.612879427,3.682235357,1.384145737,0.68728619,-0.419654426,-1.970289253,0.617629065,0.74172618,-0.977329412,1.548710481,3.954032002,5.213613884,1.003688783,3.869431435,,,,,,,,289
KIC10029821,1.816331586,0.772831878,3.694605199,1.274953842,0.975081562,-0.091705215,-1.964662435,0.757241383,0.98301613,-0.781032748,1.781424173,3.362906652,4.740634138,1.291266171,3.241080808,,,,,,,,260.3
KIC10030451,1.873128986,0.855542632,3.684396478,1.473560333,1.171548948,-0.035221669,-1.970977832,0.970032212,1.027690849,-0.94101601,1.877590182,4.546998639,4.78655782,1.278710622,3.493556103,,,,,,,,71.4
KIC10030646,2.193157422,1.071558013,3.695481676,1.352931976,1.229168973,0.159399986,-2.175893311,1.122509204,1.253834517,-0.785203824,2.158334087,2.288524364,4.398120846,1.563588855,3.721087878,,,,,,,,
KIC10030807,2.134969661,1.05908346,3.701222484,1.375506401,1.251038677,0.163807045,-2.05979134,1.161543648,1.186283698,-0.894985643,2.154479444,4.428577423,4.465721109,1.543718517,4.423211829,,,,,,,,
KIC10030919,2.283425579,1.184638671,3.699490845,1.367250443,1.317794923,0.301603422,-2.352533998,1.131865446,1.217212104,-0.902544408,2.291539736,3.533065995,4.348242586,1.6933919,3.628479892,,,,,,,,87
KIC10031091,2.084079949,0.994225787,3.695481676,1.32806778,1.21842767,0.086787963,-2.063945429,0.979036389,1.173607647,-0.84402154,2.086382112,4.569922471,4.377336069,1.51600168,4.376883479,,,,,,,,
KIC10031345,2.072202161,0.997010601,3.701395269,1.365263939,1.206357458,0.087349404,-2.168649041,0.913487418,1.110563535,-0.898238944,2.064065998,3.945743435,4.439010166,1.523131677,4.366010966,,,,,,,,75.2
KIC10031427,1.55570101,0.62133437,3.685562611,1.484068871,0.955285967,-0.214412646,-1.783953412,0.529254711,0.815742097,-0.989404658,1.548321211,3.844758017,5.111832544,0.987379536,3.833444041,,,,,,,,
KIC10033081,1.666015318,0.662727479,3.688775655,1.263689995,0.947151,-0.187578733,-1.873319363,0.601277434,0.906267238,-0.857543774,1.652699684,3.904816735,4.822015154,1.13801754,4.134258041,,,,,,,,318.5
KIC10033231,2.15304295,1.03110951,3.689930104,1.331643105,1.215550832,0.117605047,-2.281650568,1.083256179,1.263568451,-0.768408667,2.176402693,2.380733292,4.442655403,1.49886731,2.228137338,,,,,,,,
KIC10034505,1.687977239,0.660674046,3.677880582,1.490326881,0.931304008,-0.209772287,-1.919659531,0.672292213,0.907278097,-0.860325625,1.657360215,3.803307161,4.926048578,1.082935228,4.292300735,,,,,,,,
KIC10034623,1.470888141,0.59432843,3.677333151,1.423827171,0.938911476,-0.18159054,-1.863231026,0.463908158,0.751037246,-0.958987809,1.500883543,4.084372961,5.22834566,0.964696968,3.777393468,,,,,,,,300.1
KIC10034889,2.165307088,1.069238965,3.698361566,1.398545265,1.197098724,0.169052477,-2.191930115,0.813123721,1.248228877,-0.752825074,2.112425632,4.421744494,4.266944194,1.616790276,4.540854836,,,,,,,,
KIC10053392,1.880162122,0.856818051,3.660865478,1.389462471,1.147373751,-0.032896404,-1.89672983,1.207548814,0.982729333,-0.956987311,1.893768997,4.766082427,4.943232174,1.311624956,3.690987207,,,,,,,,
KIC10053414,1.618123489,0.643985099,3.664641976,1.46237278,1.011564081,-0.246807858,-1.867316368,1.06619578,0.776472745,-1.086065996,1.63838273,4.429985854,5.270109277,1.036704663,3.466827804,,,,,,,,
KIC10053594,1.972772735,0.921628277,3.669037801,1.361510277,1.150984286,0.016991009,-2.220997878,1.18166776,1.008238039,-0.881496445,2.003702603,4.880349545,4.82892454,1.403114807,3.609629129,,,,,,,,
KIC10054831,1.510624773,0.61163425,3.684576087,1.363189697,0.89893506,-0.18796868,-1.721476475,0.462879144,0.751604766,-0.962816238,1.505295531,3.879134107,5.396345839,0.978252592,3.757051,,,,,,,,
KIC10055196,2.025343013,0.944379821,3.679881942,1.269011497,1.18127858,0.02612267,-2.011367476,1.050340298,1.117888835,-0.864045759,1.849038158,4.865580116,4.621483422,1.338519149,4.643789198,,,,,,,,
KIC10055674,1.64667558,0.656021484,3.667733053,1.319779396,1.03326607,-0.229067677,-1.955056114,1.029825013,0.792875158,-1.067848396,1.686427335,4.584055282,5.016894878,1.083979024,3.423023775,,,,,,,,
KIC10055700,1.565964565,0.602701188,3.693111115,1.160112381,0.785773332,-0.365729265,-1.706764507,0.480956165,0.739278563,-0.828200357,1.60014052,4.04679034,5.04997272,1.092075489,3.925378069,,,,,,,,314.6
KIC10056474,1.703968397,0.692943514,3.686010291,1.18931675,0.960310692,-0.158174425,-1.867147747,0.652886329,0.910100011,-0.793187339,1.683912547,3.826116203,4.875571107,1.171532948,3.793342216,,,,,,,,318.3
KIC10057095,1.500008014,0.61281631,3.708165858,1.211977005,0.841443317,-0.195619796,-1.608391786,0.341454007,0.791164464,-0.85878927,1.488702177,3.908939446,5.237264563,1.052807018,4.140399337,,,,,,,,320.5
KIC10057222,1.707508817,0.721620766,3.669130847,1.329972267,1.030573592,-0.161340888,-1.896712387,1.106351457,0.828944805,-1.038699971,1.705801656,4.733833129,5.022988049,1.091732565,3.528677988,,,,,,,,
KIC10057359,1.525213066,0.573730235,3.701913211,1.250460625,0.857901678,-0.270212843,-1.888953288,0.493777591,0.797131943,-0.939128654,1.530887681,3.971983283,5.115105322,1.008554549,3.947696553,,,,,,,,
KIC10057445,1.6586052,0.718929524,3.725176301,1.079629898,0.817004021,-0.297981558,-1.828835611,0.529068726,0.806740883,-0.920223927,1.685827916,4.258634345,4.614633975,1.16919473,4.18860195,,,,,,,,
KIC10057632,1.572329182,0.635876258,3.705949195,1.230773926,0.987813375,-0.21230132,-1.768376909,1.036437592,0.723128232,-1.14217532,1.536289613,3.973734133,5.115253765,1.033466428,4.610881075,,,,,,,,
KIC10057670,1.699487881,0.732238201,3.664923893,1.274265289,1.092656076,-0.12641623,-1.790595735,1.134972736,0.814933416,-1.041555871,1.691264238,4.261420509,5.118197322,1.136844669,4.18736558,,,,,,,,
KIC10058649,1.464111066,0.597874999,3.705436047,1.25148201,0.785966413,-0.18957884,-1.497594293,0.441587306,0.662550809,-0.954476311,1.504535985,4.10847948,5.407211097,0.997488715,4.138751709,,,,,,,,
KIC10062594,1.634693013,0.679663279,3.687172105,1.299381256,1.051287905,-0.168978149,-1.784133461,1.030009876,0.789327558,-1.028889603,1.64839676,4.345660556,5.162373759,1.089867458,4.005494442,,,,,,,,
KIC10062643,2.270331802,1.165747927,3.716420734,1.150705338,1.313261855,0.275204418,-2.149397649,0.786051647,1.271755494,-0.809814345,2.274011723,4.030054906,4.263986161,1.681516882,4.417438308,,,,,,,,
KIC10063028,1.484286702,0.603595622,3.675136504,1.280979156,0.819186638,-0.181332881,-1.730887984,0.383932359,0.729725302,-0.917292485,1.487845889,4.116947085,5.373880946,1.004472628,4.251206307,,,,,,,,
KIC10063071,2.340560739,1.225166495,3.70612011,1.259689331,1.331924618,0.34609257,-2.201772758,1.048431835,1.269045641,-0.715662376,2.316862139,3.060519295,4.388603924,1.717162289,2.787536356,,,,,,,,
KIC10063169,2.214669591,1.12414425,3.700444101,1.256040573,1.312548397,0.249920946,-2.091990433,0.704166098,1.250193951,-0.8153662,2.181108194,3.219471878,4.41742287,1.629386556,4.240580324,,,,,,,,
KIC10063214,2.205261343,1.108810638,3.685652184,1.230443001,1.263451065,0.207001411,-2.283754035,1.382128095,1.169457987,-0.846531907,2.254162188,4.280953358,4.469645726,1.613986707,3.726618551,,,,,,,,
KIC10065717,1.990392601,0.926485563,3.692494408,1.245875359,1.163026266,0.008794875,-2.081376613,1.088961016,1.082418648,-0.874686788,1.974851343,3.812058713,4.698697003,1.413888715,2.153255781,,,,,,,,
KIC10065848,1.481113751,0.602663726,3.693111115,1.196349144,0.88370449,-0.183286915,-1.774344348,0.302477285,0.75125557,-0.89424608,1.486285044,4.158890172,5.337716199,1.00128766,4.200094908,,,,,,,,321.1
KIC10065852,1.775786538,0.756670474,3.707570176,1.192137718,1.05492524,-0.158984433,-1.996939398,0.731478792,0.882917868,-0.920071175,1.616772525,4.088721367,4.96835258,1.134162084,2.552070531,,,,,,,,
